BankCode,BranchAreaCode,BankName,BranchName
63,121,Diamond Trust Bank Limited,Bondo Branch
63,085,Diamond Trust Bank Limited,Kenol Branch
63,087,Diamond Trust Bank Limited,Ol-Kalou Branch
63,027,Diamond Trust Bank Limited,Kakamega
63,028,Diamond Trust Bank Limited,Kericho
63,030,Diamond Trust Bank Limited,Wabera Street
63,031,Diamond Trust Bank Limited,Karen
63,032,Diamond Trust Bank Limited,Voi
63,033,Diamond Trust Bank Limited,Shimanzi
63,034,Diamond Trust Bank Limited,Meru
63,035,Diamond Trust Bank Limited,Diamond Plaza
63,036,Diamond Trust Bank Limited,crossroad
63,037,Diamond Trust Bank Limited,JKIA
63,038,Diamond Trust Bank Limited,Nyali
63,039,Diamond Trust Bank Limited,Migori Branch
63,040,Diamond Trust Bank Limited,Madina Mall
63,000,Diamond Trust Bank Limited,Head Office
63,001,Diamond Trust Bank Limited,Nation Centre
63,002,Diamond Trust Bank Limited,Mombasa
63,003,Diamond Trust Bank Limited,Kisumu
63,005,Diamond Trust Bank Limited,Parklands
63,006,Diamond Trust Bank Limited,Westgate
63,008,Diamond Trust Bank Limited,Mombasa Rd
63,009,Diamond Trust Bank Limited,Ind Area
63,010,Diamond Trust Bank Limited,Kisii
63,011,Diamond Trust Bank Limited,Malindi
63,012,Diamond Trust Bank Limited,Thika
63,013,Diamond Trust Bank Limited,Otc
63,041,Diamond Trust Bank Limited,Courtyard Branch
63,067,Diamond Trust Bank Limited,Nyeri
63,052,Diamond Trust Bank Limited,DTB Centre
63,053,Diamond Trust Bank Limited,South C
63,056,Diamond Trust Bank Limited,"Biashara street, Nakuru"
63,059,Diamond Trust Bank Limited,Embu
63,060,Diamond Trust Bank Limited,Machakos
63,064,Diamond Trust Bank Limited,Watamu
63,065,Diamond Trust Bank Limited,Riverside
63,066,Diamond Trust Bank Limited,Rivaan Center
63,061,Diamond Trust Bank Limited,Narok
63,070,Diamond Trust Bank Limited,Mwanzi Road
63,069,Diamond Trust Bank Limited,Koinange Street
63,071,Diamond Trust Bank Limited,Enterprise Road
63,072,Diamond Trust Bank Limited,Nkuruma Road Mombasa
65,007,Commercial International Bank (CIB) KenyaMombasa,Nkrumah Road Branch
65,002,Commercial International Bank (CIB) KenyaMayfair,Centre
65,005,Commercial International Bank (CIB) KenyaIndustrial,Area Branch
65,004,Commercial International Bank (CIB) KenyaEldoret,Branch
65,000,Commercial International Bank (CIB) KenyaHead,Office
66,058,Sidian Bank Limited,Gikomba
66,059,Sidian Bank Limited,Kamakis
66,061,Sidian Bank Limited,Nyali
66,060,Sidian Bank Limited,Kakamega
66,062,Sidian Bank Limited,Kiambu Branch
66,100,Sidian Bank Limited,Head Office
66,031,Sidian Bank Limited,Mtwapa
66,032,Sidian Bank Limited,Busia
66,033,Sidian Bank Limited,Moi Nbi
66,034,Sidian Bank Limited,Mwea
66,035,Sidian Bank Limited,Kengeleni
66,036,Sidian Bank Limited,Kilimani
66,037,Sidian Bank Limited,Rongai
66,029,Sidian Bank Limited,Kajiado
66,030,Sidian Bank Limited,Nkubu
66,021,Sidian Bank Limited,Email
66,022,Sidian Bank Limited,Naivasha
66,023,Sidian Bank Limited,Nyahururu
66,024,Sidian Bank Limited,Isiolo
66,025,Sidian Bank Limited,Meru
66,026,Sidian Bank Limited,Kitale
66,027,Sidian Bank Limited,Kibwezi
66,028,Sidian Bank Limited,Bungoma
66,054,Sidian Bank Limited,The Mall Westlands
66,000,Sidian Bank Limited,Head Office
66,001,Sidian Bank Limited,Main Office
66,002,Sidian Bank Limited,Mombasa
66,003,Sidian Bank Limited,Kenyatta Ave Nbi
66,004,Sidian Bank Limited,Nakuru
66,005,Sidian Bank Limited,Nyeri
66,006,Sidian Bank Limited,Buruburu
66,007,Sidian Bank Limited,Embu
66,009,Sidian Bank Limited,Kisumu
66,010,Sidian Bank Limited,Kericho
66,011,Sidian Bank Limited,Mlolongo
66,012,Sidian Bank Limited,Thika
66,013,Sidian Bank Limited,Kerugoya
66,014,Sidian Bank Limited,Kenyatta Market
66,015,Sidian Bank Limited,Kisii
66,016,Sidian Bank Limited,CHUKA
66,017,Sidian Bank Limited,Kitui
66,018,Sidian Bank Limited,Machakos
66,019,Sidian Bank Limited,Nanyuki
66,020,Sidian Bank Limited,Kangemi
66,051,Sidian Bank Limited,Sameer Park
66,052,Sidian Bank Limited,River Road
66,053,Sidian Bank Limited,Two Rivers
68,084,Equity Bank Limited,Eastleigh
68,085,Equity Bank Limited,Namanga
68,086,Equity Bank Limited,Kajiado
68,087,Equity Bank Limited,Ruiru
68,088,Equity Bank Limited,Otc
68,089,Equity Bank Limited,Kenol
68,090,Equity Bank Limited,Tala
68,091,Equity Bank Limited,Ngara
68,092,Equity Bank Limited,Nandi Hills
68,093,Equity Bank Limited,Githunguri
68,094,Equity Bank Limited,Tea Room
68,095,Equity Bank Limited,Buru Buru
68,096,Equity Bank Limited,Mbale
68,097,Equity Bank Limited,Siaya
68,098,Equity Bank Limited,Homa Bay
68,022,Equity Bank Limited,Muranga
68,023,Equity Bank Limited,Molo
68,024,Equity Bank Limited,Harambee Avenu
68,025,Equity Bank Limited,Mombasa
68,026,Equity Bank Limited,Kimathi Street
68,027,Equity Bank Limited,Nanyuki
68,028,Equity Bank Limited,Kericho
68,179,Equity Bank Limited,Utawala
68,190,Equity Bank Limited,Engineer
68,191,Equity Bank Limited,Njabini
68,175,Equity Bank Limited,Garden City
68,178,Equity Bank Limited,Wangige Sub Branch
68,176,Equity Bank Limited,Mlolongo
68,177,Equity Bank Limited,Embassy House
68,180,Equity Bank Limited,Kawangware sub Branch
68,038,Equity Bank Limited,Mwea
68,039,Equity Bank Limited,Matuu
68,040,Equity Bank Limited,Maua
68,041,Equity Bank Limited,Isiolo
68,042,Equity Bank Limited,Kagio
68,043,Equity Bank Limited,Gikomba
68,045,Equity Bank Limited,Malindi
68,046,Equity Bank Limited,Mombasa Digo Road
68,047,Equity Bank Limited,Moi Avenue
68,048,Equity Bank Limited,Bungoma
68,049,Equity Bank Limited,Kapsabet
68,050,Equity Bank Limited,Kakamega
68,051,Equity Bank Limited,Kisii
68,052,Equity Bank Limited,Nyamira
68,053,Equity Bank Limited,Litein
68,054,Equity Bank Limited,Equity Centre Diaspora
68,055,Equity Bank Limited,Westlands
68,056,Equity Bank Limited,Industrial Area Kenpipe Plaza
68,057,Equity Bank Limited,Kikuyu
68,058,Equity Bank Limited,Garissa
68,059,Equity Bank Limited,Mwingi
68,060,Equity Bank Limited,Machakos
68,061,Equity Bank Limited,Ongata Rongai
68,062,Equity Bank Limited,Ol-kalao
68,063,Equity Bank Limited,Kawangware
68,064,Equity Bank Limited,Kiambu
68,065,Equity Bank Limited,Kayole
68,066,Equity Bank Limited,Gatundu
68,067,Equity Bank Limited,Wote
68,068,Equity Bank Limited,Mumias
68,069,Equity Bank Limited,Limuru
68,070,Equity Bank Limited,Kitengela
68,071,Equity Bank Limited,Githurai
68,072,Equity Bank Limited,Kitui
68,073,Equity Bank Limited,Ngong
68,074,Equity Bank Limited,Loitoktok
68,075,Equity Bank Limited,Bondo
68,076,Equity Bank Limited,Mbita
68,077,Equity Bank Limited,Gilgil
68,078,Equity Bank Limited,Busia
68,079,Equity Bank Limited,Voi
68,080,Equity Bank Limited,Enterprise Road
68,081,Equity Bank Limited,Equity Centre
68,082,Equity Bank Limited,Donholm
68,083,Equity Bank Limited,Mukurwe-ini
68,006,Equity Bank Limited,Murarandia
68,007,Equity Bank Limited,Kangari
68,008,Equity Bank Limited,Othaya
68,009,Equity Bank Limited,Thika / Equity Plaza
68,010,Equity Bank Limited,Kerugoya
68,116,Equity Bank Limited,Migori
68,117,Equity Bank Limited,Kibera
68,011,Equity Bank Limited,Nyeri
68,012,Equity Bank Limited,Tom Mboya
68,013,Equity Bank Limited,Nakuru
68,014,Equity Bank Limited,Meru
68,015,Equity Bank Limited,Mama Ngina
68,017,Equity Bank Limited,Community
68,018,Equity Bank Limited,Community Corporate
68,019,Equity Bank Limited,Embu
68,020,Equity Bank Limited,Naivasha
68,021,Equity Bank Limited,Chuka
68,120,Equity Bank Limited,Changamwe
68,121,Equity Bank Limited,Hola
68,122,Equity Bank Limited,Bomet
68,123,Equity Bank Limited,Kilgoris
68,124,Equity Bank Limited,Keroka
68,125,Equity Bank Limited,KAREN
68,126,Equity Bank Limited,KISUMU ANGAWA AVE
68,127,Equity Bank Limited,MPEKETONI
68,128,Equity Bank Limited,NAIROBI WEST
68,129,Equity Bank Limited,KENYATTA AVENUE
68,130,Equity Bank Limited,City Hall
68,131,Equity Bank Limited,Eldama Ravine
68,132,Equity Bank Limited,Embakasi
68,133,Equity Bank Limited,KPCU
68,134,Equity Bank Limited,Ridgeways
68,135,Equity Bank Limited,Runyenjes Sub Branch
68,136,Equity Bank Limited,Dadaad
68,137,Equity Bank Limited,Kangemi
68,138,Equity Bank Limited,Nyali Centre Corporate
68,139,Equity Bank Limited,Kabarnet
68,140,Equity Bank Limited,Westlands Corporate
68,141,Equity Bank Limited,Lavington Corporate
68,142,Equity Bank Limited,Taita Taveta
68,143,Equity Bank Limited,Awendo
68,144,Equity Bank Limited,Ruai
68,145,Equity Bank Limited,Kilimani
68,146,Equity Bank Limited,Nakuru Westside Mall
68,147,Equity Bank Limited,Kilimani Supreme
68,148,Equity Bank Limited,JKIA Cargo Centre
68,149,Equity Bank Limited,EPZ Athi River
68,150,Equity Bank Limited,Oyugis
68,151,Equity Bank Limited,Mayfair Supreme Centre
68,152,Equity Bank Limited,Juja
68,153,Equity Bank Limited,Iten
68,154,Equity Bank Limited,Nyali Supreme Centre
68,155,Equity Bank Limited,Thika Supreme Centre
68,156,Equity Bank Limited,Mombasa Supreme Centre
68,157,Equity Bank Limited,Kapsowar Sub-Branch
68,158,Equity Bank Limited,Kwale
68,159,Equity Bank Limited,Lamu
68,000,Equity Bank Limited,Equity Bank Head Office
68,001,Equity Bank Limited,Equity Bank Corporate
68,002,Equity Bank Limited,Equity Bank Fourways
68,003,Equity Bank Limited,Kangema
68,004,Equity Bank Limited,Karatina
68,005,Equity Bank Limited,Kiriaini
68,777,Equity Bank Limited,Equity Hapo Hapo
68,099,Equity Bank Limited,Lodwar
68,100,Equity Bank Limited,Mandera
68,101,Equity Bank Limited,Marsabit
68,102,Equity Bank Limited,Moyale
68,103,Equity Bank Limited,Wajir
68,104,Equity Bank Limited,Meru Makutano
68,105,Equity Bank Limited,Malaba Town
68,029,Equity Bank Limited,Kisumu
68,030,Equity Bank Limited,Eldoret
68,031,Equity Bank Limited,Nakuru Kenyatta Avenue
68,032,Equity Bank Limited,Kariobangi
68,033,Equity Bank Limited,Kitale
68,034,Equity Bank Limited,Thika Kenyatta Avenue
68,035,Equity Bank Limited,Knut House
68,036,Equity Bank Limited,Narok
68,037,Equity Bank Limited,Nkubu
68,206,Equity Bank Limited,Mikinduri
68,209,Equity Bank Limited,Timau Mall
68,212,Equity Bank Limited,Gikomba 2 Sub Branch
68,214,Equity Bank Limited,njoro sub-branch
68,193,Equity Bank Limited,Kimana Sub-Branch
68,219,Equity Bank Limited,Dagoretti Market Sub-branch
68,213,Equity Bank Limited,North Horr Sub-Branch
68,211,Equity Bank Limited,Mariakani Branch
68,215,Equity Bank Limited,Marigat Sub-Branch
68,182,Equity Bank Limited,Kagwe Sub - Branch
68,181,Equity Bank Limited,Emali Branch
68,183,Equity Bank Limited,Rumuruti Branch
68,184,Equity Bank Limited,Sotik
68,186,Equity Bank Limited,Laare
68,216,Equity Bank Limited,Takaba Sub-Branch
68,192,Equity Bank Limited,Kahawa West Sub-Branch
68,196,Equity Bank Limited,Hindi Sub - branch
68,207,Equity Bank Limited,Mitunguu
68,202,Equity Bank Limited,Eastleigh BBS Mall
68,205,Equity Bank Limited,Masii
68,218,Equity Bank Limited,Chogoria
68,198,Equity Bank Limited,Kamakis
68,208,Equity Bank Limited,Moi's Bridge
68,210,Equity Bank Limited,Mombasa Jomo Kenyatta Avenue
68,203,Equity Bank Limited,Kiritiri
68,197,Equity Bank Limited,KISII STAGE
68,199,Equity Bank Limited,IMAARA MALL SUB BRANCH
68,194,Equity Bank Limited,Chaka
68,217,Equity Bank Limited,Joska Sub-Branch
68,185,Equity Bank Limited,Isinya
68,187,Equity Bank Limited,Isibania
68,188,Equity Bank Limited,Kenyatta Market
68,200,Equity Bank Limited,Sondu Branch
68,201,Equity Bank Limited,Bumala
68,204,Equity Bank Limited,Maai Mahiu
68,106,Equity Bank Limited,Kilifi
68,107,Equity Bank Limited,Kapenguria
68,108,Equity Bank Limited,Mombasa Road
68,109,Equity Bank Limited,Eldoret Market
68,110,Equity Bank Limited,Maralal
68,111,Equity Bank Limited,Kimende
68,112,Equity Bank Limited,Luanda
68,113,Equity Bank Limited,Ku Sub Branch
68,114,Equity Bank Limited,Kengeleni
68,115,Equity Bank Limited,Nyeri Kimathi Way
68,160,Equity Bank Limited,Kenyatta Avenue Supreme
68,161,Equity Bank Limited,KPA Sub-Branch Mombasa
68,162,Equity Bank Limited,Gigiri Supreme Centre
68,163,Equity Bank Limited,Karen Supreme Centre
68,164,Equity Bank Limited,Eldoret Supreme Centre
68,165,Equity Bank Limited,Kakuma
68,166,Equity Bank Limited,Archers Post
68,167,Equity Bank Limited,Mutomo
68,168,Equity Bank Limited,Kiserian Sub Branch
68,169,Equity Bank Limited,Dagoretti Corner
68,170,Equity Bank Limited,Kisumu Supreme Centre
68,171,Equity Bank Limited,Thika Makongeni
68,172,Equity Bank Limited,Kutus Sub - Branch
68,173,Equity Bank Limited,Kibwezi Sub - Branch
68,118,Equity Bank Limited,Kasarani
68,119,Equity Bank Limited,Mtwapa
70,005,Family Bank Ltd,Thika
70,006,Family Bank Ltd,Muranga
70,007,Family Bank Ltd,Kangari
70,008,Family Bank Ltd,Kiria-ini
70,009,Family Bank Ltd,Kangema
70,011,Family Bank Ltd,Othaya
70,012,Family Bank Ltd,Kenyatta Avenue
70,014,Family Bank Ltd,Cargen House
70,015,Family Bank Ltd,Laptrust
70,016,Family Bank Ltd,City Hall Annex
70,017,Family Bank Ltd,Kasarani
70,018,Family Bank Ltd,Nakuru Finance House
70,019,Family Bank Ltd,Nakuru Market
70,021,Family Bank Ltd,Dagoretti
70,022,Family Bank Ltd,Kericho
70,023,Family Bank Ltd,Nyahururu
70,024,Family Bank Ltd,Ruiru
70,025,Family Bank Ltd,Kisumu Reliance
70,026,Family Bank Ltd,Nyamira
70,027,Family Bank Ltd,Kisii
70,028,Family Bank Ltd,Kisumu Al Imran
70,029,Family Bank Ltd,Narok
70,032,Family Bank Ltd,Thika Makongeni
70,033,Family Bank Ltd,Donholm
70,034,Family Bank Ltd,Utawala
70,035,Family Bank Ltd,Fourways Retail Branch
70,036,Family Bank Ltd,Mlolongo
70,037,Family Bank Ltd,Olkalou
70,038,Family Bank Ltd,Ktda Plaza
70,039,Family Bank Ltd,Gateway Mall Nairobi
70,041,Family Bank Ltd,Kariobangi
70,042,Family Bank Ltd,Gikomba Area 42
70,043,Family Bank Ltd,Sokoni
70,044,Family Bank Ltd,Kahawa West
70,045,Family Bank Ltd,Githurai
70,046,Family Bank Ltd,Yaya
70,047,Family Bank Ltd,Limuru
70,030,Family Bank Ltd,Kangemi
70,010,Family Bank Ltd,JKIA
70,020,Family Bank Ltd,Kutus
70,726,Family Bank Ltd,Kitui Teachers Sacco Branch
70,701,Family Bank Ltd,Amica Sacco Branch
70,099,Family Bank Ltd,Eastleigh Branch
70,101,Family Bank Ltd,Wangige -Kiambu
70,704,Family Bank Ltd,Muungano Micro Finance Bank Branch
70,066,Family Bank Ltd,Ongata Rongai
70,067,Family Bank Ltd,Kajiado
70,068,Family Bank Ltd,Fourways Corporate Branch
70,069,Family Bank Ltd,Ngara
70,071,Family Bank Ltd,Kitengela
70,072,Family Bank Ltd,Kitui
70,073,Family Bank Ltd,Mackakos
70,074,Family Bank Ltd,Migori
70,075,Family Bank Ltd,Embu
70,076,Family Bank Ltd,Mwea
70,077,Family Bank Ltd,Bungoma
70,078,Family Bank Ltd,Kakamega
70,079,Family Bank Ltd,Busia
70,081,Family Bank Ltd,Mumias
70,082,Family Bank Ltd,Eldoret West
70,083,Family Bank Ltd,Molo
70,084,Family Bank Ltd,Bomet
70,085,Family Bank Ltd,Eldoret
70,086,Family Bank Ltd,Maua
70,087,Family Bank Ltd,Litein
70,088,Family Bank Ltd,Wote
70,089,Family Bank Ltd,Bamburi
70,091,Family Bank Ltd,Ukunda
70,092,Family Bank Ltd,Digo
70,093,Family Bank Ltd,Kitale
70,094,Family Bank Ltd,Mtwapa
70,095,Family Bank Ltd,Mombasa Nkrumah Road
70,096,Family Bank Ltd,Mombasa Jomo Kenyatta Avenue
70,098,Family Bank Ltd,Malindi
70,102,Family Bank Ltd,Kikuyu
70,048,Family Bank Ltd,Westlands
70,049,Family Bank Ltd,Kagwe
70,051,Family Bank Ltd,Banana
70,052,Family Bank Ltd,Ruaka
70,053,Family Bank Ltd,Naivasha
70,054,Family Bank Ltd,Chuka
70,055,Family Bank Ltd,Nyeri
70,056,Family Bank Ltd,Karatina
70,057,Family Bank Ltd,Kerugoya
70,058,Family Bank Ltd,Tom Mboya
70,059,Family Bank Ltd,River Road
70,061,Family Bank Ltd,Kayole
70,062,Family Bank Ltd,Nkubu
70,063,Family Bank Ltd,Meru
70,064,Family Bank Ltd,Nanyuki
70,065,Family Bank Ltd,Ktda Plaza Corporate
70,090,Family Bank Ltd,Kongowea Branch
70,703,Family Bank Ltd,Stima Sacco Branch
70,727,Family Bank Ltd,Rafiki Micro Finance Bank Branch
70,729,Family Bank Ltd,Acumen Sacco Branch
70,728,Family Bank Ltd,United Winners Sacco Branch
70,100,Family Bank Ltd,Nyali Branch
70,070,Family Bank Ltd,Isiolo
70,000,Family Bank Ltd,Head Office
70,001,Family Bank Ltd,Kiambu
70,002,Family Bank Ltd,Githunguri
70,003,Family Bank Ltd,Sonalux
70,004,Family Bank Ltd,Gatundu
72,005,Gulf African Bank Ltd,Mombasa
72,006,Gulf African Bank Ltd,Garissa
72,007,Gulf African Bank Ltd,Lamu
72,008,Gulf African Bank Ltd,Malindi
72,009,Gulf African Bank Ltd,Muthaiga
72,010,Gulf African Bank Ltd,Bondeni
72,012,Gulf African Bank Ltd,Eastleigh Athumani Kipanga Street
72,014,Gulf African Bank Ltd,Industrial Area
72,015,Gulf African Bank Ltd,Jomo Kenyatta Avenue
72,017,Gulf African Bank Ltd,Mombasa Road
72,000,Gulf African Bank Ltd,Head Office
72,001,Gulf African Bank Ltd,Central Clearing Centre
72,002,Gulf African Bank Ltd,Upperhill
72,003,Gulf African Bank Ltd,Eastleigh
72,004,Gulf African Bank Ltd,Kenyatta Avenue
72,019,Gulf African Bank Ltd,Eldoret
72,020,Gulf African Bank Ltd,Nakuru
74,001,Premier Bank Kenya Limited,Wabera Street
74,002,Premier Bank Kenya Limited,"Baraka Bazar, Eastleigh 1"
74,003,Premier Bank Kenya Limited,Mombasa 1
74,004,Premier Bank Kenya Limited,Garissa
74,006,Premier Bank Kenya Limited,Malindi
74,007,Premier Bank Kenya Limited,Kisumu
74,008,Premier Bank Kenya Limited,Kimathi Street
74,009,Premier Bank Kenya Limited,Westlands
74,010,Premier Bank Kenya Limited,South C
74,011,Premier Bank Kenya Limited,Industrial Area
74,014,Premier Bank Kenya Limited,Wajir
74,015,Premier Bank Kenya Limited,Moyale
74,016,Premier Bank Kenya Limited,Nakuru
74,017,Premier Bank Kenya Limited,Imaara Building
74,018,Premier Bank Kenya Limited,Lunga Lunga
74,019,Premier Bank Kenya Limited,Isiolo
74,020,Premier Bank Kenya Limited,Mihrab
74,999,Premier Bank Kenya Limited,Head Office/clearing Center
74,021,Premier Bank Kenya Limited,Basic Nyali Branch
75,003,DIB Bank Kenya Limited,Moi Avenue Mombasa
75,001,DIB Bank Kenya Limited,Upper Hill Branch
75,002,DIB Bank Kenya Limited,Sarit Branch
75,008,DIB Bank Kenya Limited,Nyali
75,006,DIB Bank Kenya Limited,Banda Street
75,007,DIB Bank Kenya Limited,South C
75,004,DIB Bank Kenya Limited,Eastleigh
75,005,DIB Bank Kenya Limited,Bondeni
75,000,DIB Bank Kenya Limited,Head Office
76,001,UBA Kenya Bank Ltd,Westlands
76,002,UBA Kenya Bank Ltd,Enterprise Road
76,005,UBA Kenya Bank Ltd,Nakuru
76,004,UBA Kenya Bank Ltd,Mombasa
76,003,UBA Kenya Bank Ltd,Upper Hill
76,099,UBA Kenya Bank Ltd,Head Office
78,019,Kenya Women Microfinance Bank,Meru Branch
78,020,Kenya Women Microfinance Bank,Diani Branch
78,021,Kenya Women Microfinance Bank,Upperhill Branch
78,022,Kenya Women Microfinance Bank,Naivasha Branch
78,024,Kenya Women Microfinance Bank,Busia Branch
78,027,Kenya Women Microfinance Bank,Kariobangi Branch
78,028,Kenya Women Microfinance Bank,Bungoma Branch
78,029,Kenya Women Microfinance Bank,Bomet Branch
78,031,Kenya Women Microfinance Bank,Kawangware Branch
78,032,Kenya Women Microfinance Bank,Gikomba Branch
78,033,Kenya Women Microfinance Bank,Kiambu Branch
78,034,Kenya Women Microfinance Bank,Rongai Branch
78,041,Kenya Women Microfinance Bank,Marsabit Branch
78,043,Kenya Women Microfinance Bank,Lodwar Branch
78,015,Kenya Women Microfinance Bank,Nakuru Branch
78,016,Kenya Women Microfinance Bank,Emali Branch
78,017,Kenya Women Microfinance Bank,Voi Branch
78,018,Kenya Women Microfinance Bank,Kisumu Branch
78,001,Kenya Women Microfinance Bank,Kakamega Branch
78,002,Kenya Women Microfinance Bank,Eldoret Branch
78,004,Kenya Women Microfinance Bank,Mombasa Branch
78,005,Kenya Women Microfinance Bank,River Rd Branch
78,006,Kenya Women Microfinance Bank,Malindi Branch
78,007,Kenya Women Microfinance Bank,Kericho Branch
78,008,Kenya Women Microfinance Bank,Machakos Branch
78,009,Kenya Women Microfinance Bank,Embu Branch
78,010,Kenya Women Microfinance Bank,Kisii Branch
78,011,Kenya Women Microfinance Bank,Nanyuki Branch
78,012,Kenya Women Microfinance Bank,Migori Branch
78,013,Kenya Women Microfinance Bank,Thika Branch
78,014,Kenya Women Microfinance Bank,Kitale Branch
78,000,Kenya Women Microfinance Bank,Head Office
78,023,Kenya Women Microfinance Bank,Kitui
79,045,Faulu Microfinance Bank Ltd,Voi
79,085,Faulu Microfinance Bank Ltd,Homabay
79,074,Faulu Microfinance Bank Ltd,Busia
79,060,Faulu Microfinance Bank Ltd,Limuru
79,012,Faulu Microfinance Bank Ltd,Kericho
79,056,Faulu Microfinance Bank Ltd,Ugunja
79,065,Faulu Microfinance Bank Ltd,Kapenguria
79,036,Faulu Microfinance Bank Ltd,Nanyuki
79,039,Faulu Microfinance Bank Ltd,Maua
79,042,Faulu Microfinance Bank Ltd,Litein
79,043,Faulu Microfinance Bank Ltd,Kengeleni
79,083,Faulu Microfinance Bank Ltd,Jevanjee
79,034,Faulu Microfinance Bank Ltd,Kitui
79,033,Faulu Microfinance Bank Ltd,Mwingi
79,041,Faulu Microfinance Bank Ltd,Kakamega
79,011,Faulu Microfinance Bank Ltd,Bomet
79,044,Faulu Microfinance Bank Ltd,Changamwe
79,058,Faulu Microfinance Bank Ltd,Ukunda
79,054,Faulu Microfinance Bank Ltd,Bondo
79,086,Faulu Microfinance Bank Ltd,Gikomba
79,003,Faulu Microfinance Bank Ltd,Kariobangi
79,004,Faulu Microfinance Bank Ltd,Githurai
79,046,Faulu Microfinance Bank Ltd,Kawangware
79,047,Faulu Microfinance Bank Ltd,Kayole
79,048,Faulu Microfinance Bank Ltd,Matuu
79,049,Faulu Microfinance Bank Ltd,Mwea
79,050,Faulu Microfinance Bank Ltd,Makutano
79,051,Faulu Microfinance Bank Ltd,Mumias
79,052,Faulu Microfinance Bank Ltd,Kiserian
79,053,Faulu Microfinance Bank Ltd,Rongai
79,055,Faulu Microfinance Bank Ltd,Migori
79,062,Faulu Microfinance Bank Ltd,Kilifi
79,080,Faulu Microfinance Bank Ltd,Kibera
79,084,Faulu Microfinance Bank Ltd,Moi Avenue MSA
79,079,Faulu Microfinance Bank Ltd,Kimathi St
79,005,Faulu Microfinance Bank Ltd,Machakos
79,006,Faulu Microfinance Bank Ltd,Ngong Road
79,002,Faulu Microfinance Bank Ltd,OTC
79,008,Faulu Microfinance Bank Ltd,Nakuru
79,009,Faulu Microfinance Bank Ltd,Nyahururu
79,010,Faulu Microfinance Bank Ltd,Molo
79,013,Faulu Microfinance Bank Ltd,Naivasha
79,015,Faulu Microfinance Bank Ltd,Eldoret
79,016,Faulu Microfinance Bank Ltd,Bungoma
79,017,Faulu Microfinance Bank Ltd,Kitale
79,018,Faulu Microfinance Bank Ltd,Mois Bridge
79,019,Faulu Microfinance Bank Ltd,Kisumu
79,020,Faulu Microfinance Bank Ltd,Nyeri
79,021,Faulu Microfinance Bank Ltd,Thika
79,022,Faulu Microfinance Bank Ltd,Meru
79,025,Faulu Microfinance Bank Ltd,Malindi
79,027,Faulu Microfinance Bank Ltd,Kitengela
79,023,Faulu Microfinance Bank Ltd,Embu
79,024,Faulu Microfinance Bank Ltd,Mombasa Central
79,029,Faulu Microfinance Bank Ltd,Narok
79,031,Faulu Microfinance Bank Ltd,Kabarnet
79,032,Faulu Microfinance Bank Ltd,Karatina
79,035,Faulu Microfinance Bank Ltd,Muranga
80,001,Caritas Microfinance Bank Limited,Head Office
80,002,Caritas Microfinance Bank Limited,Cardinal Otunga Plaza
80,003,Caritas Microfinance Bank Limited,Cardinal Otunga Annex
80,004,Caritas Microfinance Bank Limited,Kawangware
80,005,Caritas Microfinance Bank Limited,Donholm
80,010,Caritas Microfinance Bank Limited,Nakuru
80,007,Caritas Microfinance Bank Limited,Karuri
80,008,Caritas Microfinance Bank Limited,Karen
80,009,Caritas Microfinance Bank Limited,Nyeri
80,011,Caritas Microfinance Bank Limited,Githurai
80,006,Caritas Microfinance Bank Limited,Thika
